"","elev_zone","layer","date","lst"
"2814","601-700",4,"2004_02_02",17.4015585
"2815","601-700",4,"2004_02_10",21.253301
"2816","601-700",4,"2004_02_18",24.0089576
"2817","601-700",4,"2004_02_26",26.1576239
"2818","601-700",4,"2004_03_05",26.4875984
"2819","601-700",4,"2004_03_13",30.7668217
"2820","601-700",4,"2004_03_21",30.2650945
"2821","601-700",4,"2004_03_29",33.5552427
"2822","601-700",4,"2004_04_06",32.3058406
"2823","601-700",4,"2004_04_14",34.3019366
"2824","601-700",4,"2004_04_22",34.1755084
"2825","601-700",4,"2004_04_30",34.2294584
"2826","601-700",4,"2004_05_08",40.1117374
"2827","601-700",4,"2004_05_16",39.5477312
"2828","601-700",4,"2004_05_24",34.9561421
"2829","601-700",4,"2004_06_01",36.0482422
"2830","601-700",4,"2004_06_09",33.1182984
"2831","601-700",4,"2004_06_17",32.9484262
"2832","601-700",4,"2004_06_25",34.5390956
"2833","601-700",4,"2004_07_03",28.7655646
"2834","601-700",4,"2004_07_11",28.6027542
"2835","601-700",4,"2004_07_19",30.8378487
"2836","601-700",4,"2004_08_04",30.4226533
"2837","601-700",4,"2004_08_12",26.6994172
"2838","601-700",4,"2004_08_20",25.826188
"2839","601-700",4,"2004_08_28",28.4893868
"2840","601-700",4,"2004_09_05",28.4554573
"2841","601-700",4,"2004_09_13",26.6631616
"2842","601-700",4,"2004_09_21",27.8294379
"2843","601-700",4,"2004_09_29",26.5718293
"2844","601-700",4,"2004_10_07",23.7762136
"2845","601-700",4,"2004_10_15",24.2068319
"2846","601-700",4,"2004_10_23",23.3757537
"2847","601-700",4,"2004_10_31",23.1513797
"2848","601-700",4,"2004_11_08",22.7813132
"2849","601-700",4,"2004_11_16",21.6794021
"2850","601-700",4,"2004_11_24",19.9441645
"2851","601-700",4,"2004_12_02",20.4515432
"2852","601-700",4,"2004_12_10",20.2238068
"2853","601-700",4,"2004_12_18",17.9112264
"2854","601-700",4,"2004_12_26",15.0713081
"2855","601-700",4,"2005_01_01",16.9286306
"2856","601-700",4,"2005_01_09",16.7515738
"2857","601-700",4,"2005_01_17",14.8280685
"2858","601-700",4,"2005_01_25",14.8257895
"2859","601-700",4,"2005_02_02",16.4332499
"2860","601-700",4,"2005_02_10",19.699535
"2861","601-700",4,"2005_02_18",18.3005979
"2862","601-700",4,"2005_02_26",23.5361829
"2863","601-700",4,"2005_03_06",24.3618242
"2864","601-700",4,"2005_03_14",25.7174911
"2865","601-700",4,"2005_03_22",26.4678743
"2866","601-700",4,"2005_03_30",32.2090904
"2867","601-700",4,"2005_04_07",30.3644711
"2868","601-700",4,"2005_04_15",33.9174195
"2869","601-700",4,"2005_04_23",31.9943127
"2870","601-700",4,"2005_05_01",34.0919622
"2871","601-700",4,"2005_05_09",38.3513081
"2872","601-700",4,"2005_05_17",39.0647879
"2873","601-700",4,"2005_05_25",41.0864946
"2874","601-700",4,"2005_06_02",42.8928513
"2875","601-700",4,"2005_06_10",38.0039295
"2876","601-700",4,"2005_06_18",39.3315227
"2877","601-700",4,"2005_06_26",30.0431309
"2878","601-700",4,"2005_07_04",30.7465764
"2879","601-700",4,"2005_07_20",27.3272013
"2880","601-700",4,"2005_07_28",26.4807097
"2881","601-700",4,"2005_08_05",28.1069136
"2882","601-700",4,"2005_08_13",26.9288452
"2883","601-700",4,"2005_08_21",27.1193613
"2884","601-700",4,"2005_08_29",28.0420184
"2885","601-700",4,"2005_09_06",28.1790036
"2886","601-700",4,"2005_09_14",27.3336689
"2887","601-700",4,"2005_09_22",26.758513
"2888","601-700",4,"2005_09_30",27.2239601
"2889","601-700",4,"2005_10_08",26.3235003
"2890","601-700",4,"2005_10_16",25.571952
"2891","601-700",4,"2005_10_24",24.9355289
"2892","601-700",4,"2005_11_01",23.2582064
"2893","601-700",4,"2005_11_09",24.8470669
"2894","601-700",4,"2005_11_17",22.7784517
"2895","601-700",4,"2005_11_25",19.9053091
"2896","601-700",4,"2005_12_03",20.1715227
"2897","601-700",4,"2005_12_11",19.2280378
"2898","601-700",4,"2005_12_19",17.9860347
"2899","601-700",4,"2005_12_27",17.3686203
"2900","601-700",4,"2006_01_01",16.5341288
"2901","601-700",4,"2006_01_09",20.6048697
"2902","601-700",4,"2006_01_17",18.4639704
"2903","601-700",4,"2006_01_25",16.4751916
"2904","601-700",4,"2006_02_02",23.8099693
"2905","601-700",4,"2006_02_10",22.8073838
"2906","601-700",4,"2006_02_18",28.9990036
"2907","601-700",4,"2006_02_26",27.5745478
"2908","601-700",4,"2006_03_06",28.9575524
"2909","601-700",4,"2006_03_14",26.0073633
"2910","601-700",4,"2006_03_22",27.7778692
"2911","601-700",4,"2006_03_30",32.9782064
"2912","601-700",4,"2006_04_07",34.0744762
"2913","601-700",4,"2006_04_15",30.500976
"2914","601-700",4,"2006_04_23",35.3414154
"2915","601-700",4,"2006_05_01",37.2122994
"2916","601-700",4,"2006_05_09",31.7563362
"2917","601-700",4,"2006_05_17",30.9328309
"2918","601-700",4,"2006_05_25",30.8510322
"2919","601-700",4,"2006_06_02",34.8570414
"2920","601-700",4,"2006_06_10",35.9618651
"2921","601-700",4,"2006_06_18",33.1296934
"2922","601-700",4,"2006_06_26",29.7216505
"2923","601-700",4,"2006_07_04",30.5367464
"2924","601-700",4,"2006_07_12",26.6421379
"2925","601-700",4,"2006_07_20",30.1006173
"2926","601-700",4,"2006_07_28",31.6459653
"2927","601-700",4,"2006_08_13",29.0279254
"2928","601-700",4,"2006_08_21",24.6297241
"2929","601-700",4,"2006_08_29",26.6786951
"2930","601-700",4,"2006_09_06",27.9946704
"2931","601-700",4,"2006_09_14",27.6892948
"2932","601-700",4,"2006_09_22",29.864696
"2933","601-700",4,"2006_09_30",30.3311446
"2934","601-700",4,"2006_10_08",28.799862
"2935","601-700",4,"2006_10_16",27.8192489
"2936","601-700",4,"2006_10_24",26.2445222
"2937","601-700",4,"2006_11_01",26.5552529
"2938","601-700",4,"2006_11_09",24.3241237
"2939","601-700",4,"2006_11_17",24.2163669
"2940","601-700",4,"2006_11_25",22.1286612
"2941","601-700",4,"2006_12_03",21.1150281
"2942","601-700",4,"2006_12_11",19.8261369
"2943","601-700",4,"2006_12_19",21.2873531
"2944","601-700",4,"2006_12_27",18.7169903
"2945","601-700",4,"2007_01_01",16.6418447
"2946","601-700",4,"2007_01_09",17.3247777
"2947","601-700",4,"2007_01_17",18.8083035
"2948","601-700",4,"2007_01_25",25.1343025
"2949","601-700",4,"2007_02_02",20.7666275
"2950","601-700",4,"2007_02_10",17.6661538
"2951","601-700",4,"2007_02_18",22.7346398
"2952","601-700",4,"2007_02_26",21.1800664
"2953","601-700",4,"2007_03_06",22.994231
"2954","601-700",4,"2007_03_14",23.3019775
"2955","601-700",4,"2007_03_22",27.9531068
"2956","601-700",4,"2007_03_30",29.544185
"2957","601-700",4,"2007_04_07",31.5899591
"2958","601-700",4,"2007_04_15",32.8760092
"2959","601-700",4,"2007_04_23",33.9882729
"2960","601-700",4,"2007_05_01",32.7704599
"2961","601-700",4,"2007_05_09",31.9081502
"2962","601-700",4,"2007_05_17",34.3548339
"2963","601-700",4,"2007_05_25",36.8989627
"2964","601-700",4,"2007_06_02",39.3858508
"2965","601-700",4,"2007_06_10",36.3616607
"2966","601-700",4,"2007_06_18",33.1461983
"2967","601-700",4,"2007_06_26",29.5062487
"2968","601-700",4,"2007_07_04",27.6385714
"2969","601-700",4,"2007_07_12",29.1089885
"2970","601-700",4,"2007_07_28",26.5582992
"2971","601-700",4,"2007_08_05",29.8093766
"2972","601-700",4,"2007_08_13",25.6463924
"2973","601-700",4,"2007_08_21",27.2355355
"2974","601-700",4,"2007_08_29",26.9330529
"2975","601-700",4,"2007_09_06",25.9792999
"2976","601-700",4,"2007_09_14",27.6977772
"2977","601-700",4,"2007_09_22",26.8288145
"2978","601-700",4,"2007_09_30",28.4191467
"2979","601-700",4,"2007_10_08",28.1337609
"2980","601-700",4,"2007_10_16",25.4592795
"2981","601-700",4,"2007_10_24",26.0995657
"2982","601-700",4,"2007_11_01",25.1585641
"2983","601-700",4,"2007_11_09",23.195396
"2984","601-700",4,"2007_11_17",22.9338222
"2985","601-700",4,"2007_11_25",21.0542207
"2986","601-700",4,"2007_12_03",20.2826418
"2987","601-700",4,"2007_12_11",18.2016403
"2988","601-700",4,"2007_12_19",20.526188
"2989","601-700",4,"2007_12_27",18.7290598
"2990","601-700",4,"2008_01_01",18.1860552
"2991","601-700",4,"2008_01_09",14.6558559
"2992","601-700",4,"2008_01_17",14.9285386
"2993","601-700",4,"2008_01_25",16.5561932
"2994","601-700",4,"2008_02_02",16.9307154
"2995","601-700",4,"2008_02_10",20.14628
"2996","601-700",4,"2008_02_18",21.7559172
"2997","601-700",4,"2008_02_26",27.6584517
"2998","601-700",4,"2008_03_05",27.9403424
"2999","601-700",4,"2008_03_13",31.5297956
"3000","601-700",4,"2008_03_21",32.7168677
"3001","601-700",4,"2008_03_29",30.2390751
"3002","601-700",4,"2008_04_06",30.6846653
"3003","601-700",4,"2008_04_14",35.9525958
"3004","601-700",4,"2008_04_22",40.0988605
"3005","601-700",4,"2008_04_30",41.421906
"3006","601-700",4,"2008_05_08",32.2625089
"3007","601-700",4,"2008_05_16",34.074231
"3008","601-700",4,"2008_05_24",37.3519111
"3009","601-700",4,"2008_06_01",34.1309811
"3010","601-700",4,"2008_06_09",31.8929739
"3011","601-700",4,"2008_06_17",26.6876602
"3012","601-700",4,"2008_06_25",27.5643894
"3013","601-700",4,"2008_07_03",28.5677083
"3014","601-700",4,"2008_07_11",26.9299638
"3015","601-700",4,"2008_07_19",26.29
"3016","601-700",4,"2008_08_04",27.7517273
"3017","601-700",4,"2008_08_12",29.2612008
"3018","601-700",4,"2008_08_20",27.6872775
"3019","601-700",4,"2008_08_28",27.3012724
"3020","601-700",4,"2008_09_05",28.3776852
"3021","601-700",4,"2008_09_13",27.8543025
"3022","601-700",4,"2008_09_21",27.6702351
"3023","601-700",4,"2008_09_29",26.1239601
"3024","601-700",4,"2008_10_07",26.185953
"3025","601-700",4,"2008_10_15",25.1513388
"3026","601-700",4,"2008_10_23",24.7995861
"3027","601-700",4,"2008_10_31",25.4796576
"3028","601-700",4,"2008_11_08",24.3563771
"3029","601-700",4,"2008_11_16",21.7075268
"3030","601-700",4,"2008_11_24",22.0430097
"3031","601-700",4,"2008_12_02",21.7264435
"3032","601-700",4,"2008_12_10",22.0744967
"3033","601-700",4,"2008_12_18",19.5155493
"3034","601-700",4,"2008_12_26",17.9191058
"3035","601-700",4,"2009_01_01",16.2574093
"3036","601-700",4,"2009_01_09",19.2696934
"3037","601-700",4,"2009_01_17",17.4508482
"3038","601-700",4,"2009_01_25",19.4045529
"3039","601-700",4,"2009_02_02",20.6391569
"3040","601-700",4,"2009_02_10",20.0846142
"3041","601-700",4,"2009_02_18",24.7246755
"3042","601-700",4,"2009_02_26",24.8743434
"3043","601-700",4,"2009_03_06",27.4043383
"3044","601-700",4,"2009_03_14",28.7966122
"3045","601-700",4,"2009_03_22",24.0181451
"3046","601-700",4,"2009_03_30",31.9513797
"3047","601-700",4,"2009_04_07",33.8798416
"3048","601-700",4,"2009_04_15",37.3494379
"3049","601-700",4,"2009_04_23",37.9551507
"3050","601-700",4,"2009_05_01",38.7209147
"3051","601-700",4,"2009_05_09",35.3585743
"3052","601-700",4,"2009_05_17",37.4425396
"3053","601-700",4,"2009_05_25",36.8949259
"3054","601-700",4,"2009_06_02",39.3553449
"3055","601-700",4,"2009_06_10",40.188467
"3056","601-700",4,"2009_06_18",42.7174911
"3057","601-700",4,"2009_06_26",38.6103577
"3058","601-700",4,"2009_07_04",35.0103883
"3059","601-700",4,"2009_07_12",32.0535178
"3060","601-700",4,"2009_07_28",29.3068208
"3061","601-700",4,"2009_08_05",27.8451865
"3062","601-700",4,"2009_08_13",26.5682524
"3063","601-700",4,"2009_08_21",28.2873735
"3064","601-700",4,"2009_08_29",25.8892948
"3065","601-700",4,"2009_09_06",27.8461983
"3066","601-700",4,"2009_09_14",28.0683546
"3067","601-700",4,"2009_09_22",27.7591467
"3068","601-700",4,"2009_09_30",27.77837
"3069","601-700",4,"2009_10_08",26.4811293
"3070","601-700",4,"2009_10_16",26.5931988
"3071","601-700",4,"2009_10_24",26.0061472
"3072","601-700",4,"2009_11_01",25.1414563
"3073","601-700",4,"2009_11_09",20.8385437
"3074","601-700",4,"2009_11_17",20.5909811
"3075","601-700",4,"2009_11_25",21.1419571
"3076","601-700",4,"2009_12_03",20.0543638
"3077","601-700",4,"2009_12_11",18.1314308
"3078","601-700",4,"2009_12_19",17.8826316
"3079","601-700",4,"2009_12_27",17.5900818
"3080","601-700",4,"2010_01_01",17.6743127
"3081","601-700",4,"2010_01_09",17.938002
"3082","601-700",4,"2010_01_17",17.0825703
"3083","601-700",4,"2010_01_25",20.5712672
"3084","601-700",4,"2010_02_02",20.8837251
"3085","601-700",4,"2010_02_10",21.3496832
"3086","601-700",4,"2010_02_18",23.9264742
"3087","601-700",4,"2010_02_26",26.2931477
"3088","601-700",4,"2010_03_06",28.6547215
"3089","601-700",4,"2010_03_14",31.4809249
"3090","601-700",4,"2010_03_22",35.6572356
"3091","601-700",4,"2010_03_30",35.8997803
"3092","601-700",4,"2010_04_07",39.6959683
"3093","601-700",4,"2010_04_15",40.1602197
"3094","601-700",4,"2010_04_23",38.508048
"3095","601-700",4,"2010_05_01",35.7580531
"3096","601-700",4,"2010_05_09",39.9725038
"3097","601-700",4,"2010_05_17",42.8333214
"3098","601-700",4,"2010_05_25",41.2778998
"3099","601-700",4,"2010_06_02",35.7823352
"3100","601-700",4,"2010_06_10",35.8239295
"3101","601-700",4,"2010_06_18",36.1488963
"3102","601-700",4,"2010_06_26",31.3251967
"3103","601-700",4,"2010_07_04",28.4146602
"3104","601-700",4,"2010_07_12",28.067394
"3105","601-700",4,"2010_07_20",25.1634763
"3106","601-700",4,"2010_07_28",28.2031785
"3107","601-700",4,"2010_08_05",30.3463333
"3108","601-700",4,"2010_08_21",26.1790742
"3109","601-700",4,"2010_08_29",NA
"3110","601-700",4,"2010_09_06",26.1831535
"3111","601-700",4,"2010_09_14",26.2039037
"3112","601-700",4,"2010_09_22",27.6786561
"3113","601-700",4,"2010_09_30",27.2060756
"3114","601-700",4,"2010_10_08",26.9204548
"3115","601-700",4,"2010_10_16",26.8865662
"3116","601-700",4,"2010_10_24",24.2299796
"3117","601-700",4,"2010_11_01",24.5967348
"3118","601-700",4,"2010_11_09",24.0287021
"3119","601-700",4,"2010_11_17",22.2622228
"3120","601-700",4,"2010_11_25",20.5473633
"3121","601-700",4,"2010_12_03",19.7007001
"3122","601-700",4,"2010_12_11",18.4955902
"3123","601-700",4,"2010_12_19",17.5568166
"3124","601-700",4,"2010_12_27",10.2148184
"3125","601-700",4,"2011_01_01",11.7557435
"3126","601-700",4,"2011_01_09",14.2566837
"3127","601-700",4,"2011_01_17",17.1257384
"3128","601-700",4,"2011_01_25",17.4941492
"3129","601-700",4,"2011_02_02",19.5614154
"3130","601-700",4,"2011_02_10",17.6119111
"3131","601-700",4,"2011_02_18",19.1637762
"3132","601-700",4,"2011_02_26",21.6543638
"3133","601-700",4,"2011_03_06",25.5824374
"3134","601-700",4,"2011_03_14",27.0676801
"3135","601-700",4,"2011_03_22",30.6812315
"3136","601-700",4,"2011_03_30",30.1892029
"3137","601-700",4,"2011_04_07",31.4121564
"3138","601-700",4,"2011_04_15",33.3515841
"3139","601-700",4,"2011_04_23",35.121211
"3140","601-700",4,"2011_05_01",35.0063413
"3141","601-700",4,"2011_05_09",40.0784926
"3142","601-700",4,"2011_05_17",33.0461165
"3143","601-700",4,"2011_05_25",32.6511548
"3144","601-700",4,"2011_06_02",32.8906438
"3145","601-700",4,"2011_06_10",28.4068114
"3146","601-700",4,"2011_06_18",29.9128104
"3147","601-700",4,"2011_06_26",27.9770516
"3148","601-700",4,"2011_07_04",28.5461676
"3149","601-700",4,"2011_07_12",28.5147011
"3150","601-700",4,"2011_07_28",25.8842653
"3151","601-700",4,"2011_08_05",22.6991262
"3152","601-700",4,"2011_08_13",26.87
"3153","601-700",4,"2011_08_29",28.6567961
"3154","601-700",4,"2011_09_06",27.692439
"3155","601-700",4,"2011_09_14",27.2911957
"3156","601-700",4,"2011_09_22",27.6587276
"3157","601-700",4,"2011_09_30",26.8847266
"3158","601-700",4,"2011_10_08",28.3035922
"3159","601-700",4,"2011_10_16",26.7485692
"3160","601-700",4,"2011_10_24",24.7489065
"3161","601-700",4,"2011_11_01",24.1466786
"3162","601-700",4,"2011_11_09",23.6863924
"3163","601-700",4,"2011_11_17",23.1422228
"3164","601-700",4,"2011_11_25",21.9119826
"3165","601-700",4,"2011_12_03",21.8111037
"3166","601-700",4,"2011_12_11",17.3616198
"3167","601-700",4,"2011_12_19",17.717164
"3168","601-700",4,"2011_12_27",19.5645938
"3169","601-700",4,"2012_01_01",17.1659005
"3170","601-700",4,"2012_01_09",13.8457895
"3171","601-700",4,"2012_01_17",17.8812519
"3172","601-700",4,"2012_01_25",17.5786357
"3173","601-700",4,"2012_02_02",17.4857384
"3174","601-700",4,"2012_02_10",17.6550894
"3175","601-700",4,"2012_02_18",22.1597394
"3176","601-700",4,"2012_02_26",23.0855646
"3177","601-700",4,"2012_03_05",22.9368677
"3178","601-700",4,"2012_03_13",27.0929228
"3179","601-700",4,"2012_03_21",29.9452069
"3180","601-700",4,"2012_03_29",32.3863822
"3181","601-700",4,"2012_04_06",32.5974604
"3182","601-700",4,"2012_04_14",30.9077721
"3183","601-700",4,"2012_04_22",32.8803219
"3184","601-700",4,"2012_04_30",35.3217833
"3185","601-700",4,"2012_05_08",36.3077721
"3186","601-700",4,"2012_05_16",37.611257
"3187","601-700",4,"2012_05_24",41.0299285
"3188","601-700",4,"2012_06_01",37.4522279
"3189","601-700",4,"2012_06_09",41.2776137
"3190","601-700",4,"2012_06_17",39.0652274
"3191","601-700",4,"2012_06_25",37.923071
"3192","601-700",4,"2012_07_03",34.0742038
"3193","601-700",4,"2012_07_11",29.0348665
"3194","601-700",4,"2012_07_19",31.1985335
"3195","601-700",4,"2012_07_27",26.5947212
"3196","601-700",4,"2012_08_04",25.97131
"3197","601-700",4,"2012_08_12",26.8217191
"3198","601-700",4,"2012_08_28",26.2340633
"3199","601-700",4,"2012_09_05",27.2618549
"3200","601-700",4,"2012_09_13",25.23
"3201","601-700",4,"2012_09_21",27.8832039
"3202","601-700",4,"2012_09_29",27.820884
"3203","601-700",4,"2012_10_07",26.5132805
"3204","601-700",4,"2012_10_15",24.9830812
"3205","601-700",4,"2012_10_23",24.2833367
"3206","601-700",4,"2012_10_31",24.0436842
"3207","601-700",4,"2012_11_08",22.4087021
"3208","601-700",4,"2012_11_16",22.0045733
"3209","601-700",4,"2012_11_24",20.229908
"3210","601-700",4,"2012_12_02",19.6183597
"3211","601-700",4,"2012_12_10",17.0875064
"3212","601-700",4,"2012_12_18",17.4969903
"3213","601-700",4,"2012_12_26",14.4905416
"3214","601-700",4,"2013_01_01",11.821998
"3215","601-700",4,"2013_01_09",18.7473633
"3216","601-700",4,"2013_01_17",15.8438477
"3217","601-700",4,"2013_01_25",15.9781042
"3218","601-700",4,"2013_02_02",19.1372764
"3219","601-700",4,"2013_02_10",19.6725856
"3220","601-700",4,"2013_02_18",20.1421921
"3221","601-700",4,"2013_02_26",23.1406285
"3222","601-700",4,"2013_03_06",26.0933623
"3223","601-700",4,"2013_03_14",25.9847573
"3224","601-700",4,"2013_03_22",23.4506745
"3225","601-700",4,"2013_03_30",28.8831732
"3226","601-700",4,"2013_04_07",32.4677312
"3227","601-700",4,"2013_04_15",31.9541799
"3228","601-700",4,"2013_04_23",34.0596474
"3229","601-700",4,"2013_05_01",36.2090904
"3230","601-700",4,"2013_05_09",38.4039806
"3231","601-700",4,"2013_05_17",39.0929739
"3232","601-700",4,"2013_05_25",37.7148135
"3233","601-700",4,"2013_06_02",34.1078641
"3234","601-700",4,"2013_06_18",28.1290904
"3235","601-700",4,"2013_06_26",28.5249515
"3236","601-700",4,"2013_07_04",26.256546
"3237","601-700",4,"2013_07_20",28.9083853
"3238","601-700",4,"2013_07_28",27.6511856
"3239","601-700",4,"2013_08_13",NA
"3240","601-700",4,"2013_08_21",27.6640521
"3241","601-700",4,"2013_08_29",27.1904497
"3242","601-700",4,"2013_09_06",26.8253398
"3243","601-700",4,"2013_09_14",28.2415994
"3244","601-700",4,"2013_09_22",27.0875677
"3245","601-700",4,"2013_09_30",26.6813541
"3246","601-700",4,"2013_10_08",26.3918182
"3247","601-700",4,"2013_10_16",26.3782371
"3248","601-700",4,"2013_10_24",26.1855238
"3249","601-700",4,"2013_11_01",23.1891211
"3250","601-700",4,"2013_11_09",22.6644507
"3251","601-700",4,"2013_11_17",22.1868114
"3252","601-700",4,"2013_11_25",23.0862391
"3253","601-700",4,"2013_12_03",20.6730659
"3254","601-700",4,"2013_12_11",20.1314614
"3255","601-700",4,"2013_12_19",17.1759172
"3256","601-700",4,"2013_12_27",16.8245835
"3257","601-700",4,"2014_01_01",17.0503781
"3258","601-700",4,"2014_01_09",17.143163
"3259","601-700",4,"2014_01_17",17.6857895
"3260","601-700",4,"2014_01_25",18.3614972
"3261","601-700",4,"2014_02_02",18.2969699
"3262","601-700",4,"2014_02_10",18.171533
"3263","601-700",4,"2014_02_18",20.2254624
"3264","601-700",4,"2014_02_26",20.8031528
"3265","601-700",4,"2014_03_06",23.3895095
"3266","601-700",4,"2014_03_14",27.0790036
"3267","601-700",4,"2014_03_22",25.8876495
"3268","601-700",4,"2014_03_30",28.1585437
"3269","601-700",4,"2014_04_07",30.0075268
"3270","601-700",4,"2014_04_15",31.359208
"3271","601-700",4,"2014_04_23",37.0137813
"3272","601-700",4,"2014_05_01",37.2984824
"3273","601-700",4,"2014_05_09",35.5291109
"3274","601-700",4,"2014_05_17",36.6431528
"3275","601-700",4,"2014_05_25",37.2257793
"3276","601-700",4,"2014_06_02",42.4713388
"3277","601-700",4,"2014_06_10",39.5820899
"3278","601-700",4,"2014_06_18",34.1211599
